feature_1,feature_2,feature_3,feature_4,feature_5,interaction_term,feature_sum,feature_ratio
1.7951509339664988,-0.7322939470953824,-0.32314903751731633,0.26452152934011186,-0.8556493851124459,0.2633751860939753,1.039491352,0.3121194095827671
0.18803233353300527,-0.8236126933712326,0.8697412684481168,-1.5356512398445676,0.7353786070285661,0.12498969913799515,0.8159287439999999,1.4489179965089667
-0.14752199900183136,-0.6462010772547926,-0.07348752609173279,0.3082611685084314,-1.1628887528384786,0.1236386159717094,1.11985595,0.523144546547114
0.8155980655332433,0.7670553099995812,0.32951709023399656,-0.05197440964260932,-0.6427137903770193,0.4965450021491805,1.119299749,0.5232754804120066
1.3291666957432302,-1.1239876012099312,0.8361872739582881,1.241492344413985,-0.5401896252034271,0.12944564707529432,1.6466812210000001,0.46564533886001946
-0.6891543846319071,-0.8848128519052201,0.41274937710496157,-1.0842040166907352,-0.5844639063742686,0.059108337554291714,0.8295481789999999,1.4399476687598636
1.1009933503859346,-1.2967715781798352,0.48284737333760847,1.128018356369039,-0.6269460306397255,0.07957616478348702,1.517348883,0.473820692591575
-0.3242229760357699,1.0004992049009098,1.205935467082542,0.8611586075045997,1.484831130658058,0.2883192170491847,1.631104352,2.5913602657806347
-1.5358048906193753,0.9985014353117282,1.3560383388918882,-1.3527033032122198,0.6803733945586784,0.01582974278329528,1.0020236439999999,34.518792526992975
0.011653913861481978,-1.121431320591079,-0.648364509653,0.3476823468999739,1.1700647706159193,0.07169800584720772,0.977182217,1.866383660373279
-0.2100840536722243,0.36112334262483603,-1.1076984278223927,-0.7614380665378109,-0.9946154973914401,0.23802104695287662,0.518274451,0.6630553505313713
-0.373346130972654,-1.089249834919094,-0.8594611584321651,-0.7026327947209214,0.9858574120299304,0.05801305751709046,0.602811717,2.303159642915461
0.13231527600694545,-0.40986249812135633,0.6867587884855497,1.2660034682678334,0.036228706667273715,0.18232417255022712,1.6139092270000002,1.106269050713953
1.4264321390595769,0.6857624157939851,-0.3398704302600347,-0.4658307335706938,0.051062213510778,0.6008024921807409,0.814144707,0.639472926786721
0.1670649547601435,0.9504239848412562,0.21245952821753297,-1.6751054760593183,-0.8480754899516881,0.3912500417399803,0.597005133,0.6022489894829467
1.8171521378760482,1.658330406697748,-1.6627602768067142,1.4368735829867803,-1.460465517895274,0.9615507094176167,1.033752559,0.13905426813185187
0.7102165739955377,0.8674399179528344,0.9789431931371453,0.1398367800537264,-0.12976440438165115,0.49472803577639607,1.351942975,0.7613460905635938
0.056165578884743064,-0.790525551791455,-0.8675343646898818,1.5361871123026012,-1.3054173982539368,0.12048477499059877,1.277633633,0.3762552171428211
0.06144472219413645,-1.6104377162003838,-0.5879648452025683,1.5130820349267486,-1.9498080267075326,0.00450364412423507,1.345827945,0.0013382455555062743
-0.6750436893355358,1.4972654090074597,0.7089702826234074,0.7047919971981766,0.1318072281300664,0.24878861284924508,1.450178496,2.1609582058573817
-0.8665428988536477,1.6256227848006701,-0.11223629673391256,1.440935836758307,-1.0497909791623032,0.20570592980704297,1.4519433080000002,1.176782870638449
-1.1820051877364477,-0.6465390006902485,-0.7715223723275534,-0.736246598894096,-1.6926061675235273,0.03594561083603672,0.616295537,0.5880635246130557
-0.5463591615057998,0.2789608734770674,0.7620606045507007,-1.260424090439145,1.0019534773386027,0.17328120025891325,0.870197044,2.692563801121801
1.8070846181333213,-0.5944521974758502,-1.127401278714204,-0.8821509623765917,-1.455328645352366,0.3043392231737929,0.47647385099999995,0.14092113965041214
-0.9841920819546259,-0.7260471010682994,-0.044513121823916924,0.7635578726491431,1.2985246672046615,0.048497227099233174,1.265324057,5.03672265103192
-1.5151101269056997,0.3603947370636151,0.3490165326947147,0.7956900850926509,0.48976706029722883,0.015531366648529039,1.380867305,25.015631369650723
0.6810736137742838,-1.3063515851634853,-0.8957368432582454,0.7206569200388235,-0.787646900335699,0.0653683295331813,1.023442719,0.492683471266199
0.6342492955490945,0.04183503946022558,-1.6817555973153666,-1.0370254646733486,-0.17713870472559987,0.32108684319393,0.28056627300000003,0.7666584847832454
